-0.00576829,-0.00424241,0.178292,-0.0267346,-0.0211045,0.102028,0,4.9898,4.97977,0.187643,-0.00913111,-0.0224621,0.0990474,0,0,1111,
-0.00576829,-0.00424241,0.178292,-0.0267346,-0.0211045,0.102028,0,4.9901,4.97946,0.187902,-0.00899343,-0.0218481,0.098335,-2.5366,0,1111,
-0.00588601,-0.00417914,0.179847,-0.0241855,0.0282513,0.101021,3.13374,4.9901,4.97946,0.187902,-0.00899343,-0.0218481,0.098335,-2.5366,0,1111,
-0.00588601,-0.00417914,0.179847,-0.0241855,0.0282513,0.101021,3.13374,4.9901,4.97946,0.187902,-0.00899343,-0.0218481,0.098335,-2.5366,0,1111,
-0.00588601,-0.00417914,0.179847,-0.0241855,0.0282513,0.101021,3.13374,4.9901,4.97946,0.187902,-0.00899343,-0.0218481,0.098335,-2.5366,0,1111,
-0.00631577,-0.0026993,0.180574,-0.029872,0.0187111,0.103057,3.1339,4.99031,4.97904,0.188684,-0.00809928,-0.021064,0.09873,-2.53662,1,1111,
-0.00631577,-0.0026993,0.180574,-0.029872,0.0187111,0.103057,3.1339,4.99031,4.97904,0.188684,-0.00809928,-0.021064,0.09873,-2.53662,1,1111,
-0.00631577,-0.0026993,0.180574,-0.029872,0.0187111,0.103057,3.1339,4.99031,4.97904,0.188684,-0.00809928,-0.021064,0.09873,-2.53662,1,1111,
-0.0067784,-0.002388,0.181521,-0.0288508,-0.00968067,0.093818,3.13383,4.99055,4.97867,0.189278,-0.00737406,-0.0213922,0.0985166,-2.53664,1,1111,
-0.0067784,-0.002388,0.181521,-0.0288508,-0.00968067,0.093818,3.13383,4.99055,4.97867,0.189278,-0.00737406,-0.0213922,0.0985166,-2.53664,1,1111,
-0.0067784,-0.002388,0.181521,-0.0288508,-0.00968067,0.093818,3.13383,4.99055,4.97867,0.189278,-0.00737406,-0.0213922,0.0985166,-2.53664,1,1111,
-0.0071305,-0.00278233,0.182533,-0.0231022,-0.0231134,0.119051,3.13389,4.99077,4.97804,0.190447,-0.00786618,-0.0217652,0.0987861,-2.53663,1,1111,
-0.0071305,-0.00278233,0.182533,-0.0231022,-0.0231134,0.119051,3.13389,4.99077,4.97804,0.190447,-0.00786618,-0.0217652,0.0987861,-2.53663,1,1111,
-0.0071305,-0.00278233,0.182533,-0.0231022,-0.0231134,0.119051,3.13389,4.99077,4.97804,0.190447,-0.00786618,-0.0217652,0.0987861,-2.53663,1,1111,
-0.0071305,-0.00278233,0.182533,-0.0231022,-0.0231134,0.119051,3.13389,4.99077,4.97804,0.190447,-0.00786618,-0.0217652,0.0987861,-2.53663,1,1111,
-0.00745151,-0.00239093,0.184324,-0.0205139,0.0261952,0.0974464,3.1343,4.99088,4.97748,0.191626,-0.00728629,-0.0219509,0.0992765,-2.5366,1,1111,
-0.00745151,-0.00239093,0.184324,-0.0205139,0.0261952,0.0974464,3.1343,4.99088,4.97748,0.191626,-0.00728629,-0.0219509,0.0992765,-2.5366,1,1111,
-0.00745151,-0.00239093,0.184324,-0.0205139,0.0261952,0.0974464,3.1343,4.99098,4.97697,0.192489,-0.008358,-0.0222979,0.0976121,-2.53664,1,1111,
-0.00784928,-0.00130435,0.185433,-0.0247995,0.0252498,0.103595,3.13438,4.99098,4.97697,0.192489,-0.008358,-0.0222979,0.0976121,-2.53664,1,1111,
-0.00784928,-0.00130435,0.185433,-0.0247995,0.0252498,0.103595,3.13438,4.99098,4.97697,0.192489,-0.008358,-0.0222979,0.0976121,-2.53664,1,1111,
-0.00784928,-0.00130435,0.185433,-0.0247995,0.0252498,0.103595,3.13438,4.99098,4.97697,0.192489,-0.008358,-0.0222979,0.0976121,-2.53664,1,1111,
-0.00869615,-0.000732885,0.187422,-0.0311746,0.00108769,0.104668,3.1347,4.99099,4.97619,0.193878,-0.00912101,-0.0222238,0.0982604,-2.53664,1,1111,
-0.00869615,-0.000732885,0.187422,-0.0311746,0.00108769,0.104668,3.1347,4.99099,4.97619,0.193878,-0.00912101,-0.0222238,0.0982604,-2.53664,1,1111,
-0.00869615,-0.000732885,0.187422,-0.0311746,0.00108769,0.104668,3.1347,4.99099,4.97619,0.193878,-0.00912101,-0.0222238,0.0982604,-2.53664,1,1111,
-0.00869615,-0.000732885,0.187422,-0.0311746,0.00108769,0.104668,3.1347,4.99099,4.97619,0.193878,-0.00912101,-0.0222238,0.0982604,-2.53664,1,1111,
-0.00961388,-0.000541811,0.189195,-0.0402985,0.00876238,0.112719,3.13464,4.99093,4.97552,0.19543,-0.00969999,-0.0227339,0.0988729,-2.53663,1,1111,
-0.00961388,-0.000541811,0.189195,-0.0402985,0.00876238,0.112719,3.13464,4.99093,4.97552,0.19543,-0.00969999,-0.0227339,0.0988729,-2.53663,1,1111,
-0.00961388,-0.000541811,0.189195,-0.0402985,0.00876238,0.112719,3.13464,4.99093,4.97552,0.19543,-0.00969999,-0.0227339,0.0988729,-2.53663,1,1111,
-0.00998685,-0.000365197,0.189339,-0.0318059,0.00594532,0.10824,3.13367,4.99114,4.97534,0.195595,-0.0095522,-0.0225863,0.0995442,-2.53663,1,1111,
-0.00998685,-0.000365197,0.189339,-0.0318059,0.00594532,0.10824,3.13367,4.99114,4.97534,0.195595,-0.0095522,-0.0225863,0.0995442,-2.53663,1,1111,
-0.00998685,-0.000365197,0.189339,-0.0318059,0.00594532,0.10824,3.13367,4.99114,4.97534,0.195595,-0.0095522,-0.0225863,0.0995442,-2.53663,1,1111,
-0.00998685,-0.000365197,0.189339,-0.0318059,0.00594532,0.10824,3.13367,4.99153,4.97521,0.195966,-0.00928576,-0.0219995,0.097909,-2.5367,1,1111,
